fuel_id,vehicle_id,fill_date,fuel_type,litres,km_driven,cost_inr,station,km_per_litre,fill_year,fill_month,cost_per_km
300,VH279,2021-03-04,Petrol,17.24,223.7,3846.09,Reliance,12.98,2021,3,17.19
301,VH270,2021-03-04,CNG,21.34,432.1,5429.08,BPCL,20.25,2021,3,12.56
302,VH054,2021-03-04,Petrol,34.68,252.5,1528.13,Shell,7.28,2021,3,6.05
303,VH380,2021-03-04,CNG,51.95,353.3,3724.56,Indian Oil,6.8,2021,3,10.54
304,VH045,2021-03-05,Diesel,37.39,369.4,4320.45,Indian Oil,9.88,2021,3,11.7
305,VH225,2021-03-05,Petrol,58.83,584.7,2216.9,HP,9.94,2021,3,3.79
306,VH016,2021-03-05,Petrol,17.02,366.3,1807.35,BPCL,21.52,2021,3,4.93
307,VH212,2021-03-05,Diesel,32.16,452.0,3907.2,Shell,14.05,2021,3,8.64
308,VH200,2021-03-05,Diesel,22.15,586.3,3963.88,BPCL,26.47,2021,3,6.76
309,VH241,2021-03-06,CNG,16.66,302.4,2986.13,Indian Oil,18.15,2021,3,9.87
310,VH102,2021-03-06,Diesel,26.9,602.4,5470.04,Shell,22.39,2021,3,9.08
311,VH482,2021-03-06,Diesel,26.0,452.0,2854.88,Reliance,17.38,2021,3,6.32
312,VH095,2021-03-06,CNG,33.9,694.4,3824.16,Indian Oil,20.48,2021,3,5.51
313,VH365,2021-03-07,Diesel,21.3,422.0,2340.22,HP,19.81,2021,3,5.55
314,VH185,2021-03-07,Diesel,36.99,385.3,1550.22,Shell,10.42,2021,3,4.02
315,VH136,2021-03-07,Diesel,56.4,551.0,3417.13,HP,9.77,2021,3,6.2
318,VH318,2021-03-08,Diesel,51.21,367.5,3519.47,HP,7.18,2021,3,9.58
319,VH333,2021-03-08,Diesel,32.53,564.8,2754.29,Reliance,17.36,2021,3,4.88
320,VH402,2021-03-08,Diesel,46.9,258.2,4219.07,HP,5.51,2021,3,16.34
321,VH050,2021-03-08,Diesel,48.94,517.8,3215.29,Reliance,10.58,2021,3,6.21
322,VH169,2021-03-08,Diesel,24.25,334.8,2550.41,HP,13.81,2021,3,7.62
323,VH290,2021-03-09,Petrol,53.71,525.8,5596.57,Reliance,9.79,2021,3,10.64
324,VH100,2021-03-09,Diesel,35.6,428.5,3915.11,Indian Oil,12.04,2021,3,9.14
325,VH370,2021-03-09,Petrol,15.74,257.6,2402.15,Reliance,16.37,2021,3,9.33
326,VH081,2021-03-09,Petrol,43.95,323.6,4519.1,Indian Oil,7.36,2021,3,13.97
327,VH012,2021-03-09,Diesel,45.45,309.9,5113.85,Indian Oil,6.82,2021,3,16.5
328,VH208,2021-03-10,Petrol,39.83,282.3,4913.4,Shell,7.09,2021,3,17.4
329,VH077,2021-03-10,Petrol,37.39,434.2,4197.92,Indian Oil,11.61,2021,3,9.67
330,VH075,2021-03-10,Diesel,36.7,677.3,3838.3,Shell,18.46,2021,3,5.67
331,VH462,2021-03-10,Petrol,33.01,529.0,4997.96,Reliance,16.03,2021,3,9.45
332,VH170,2021-03-10,Petrol,58.86,618.0,4686.55,BPCL,10.5,2021,3,7.58
333,VH311,2021-03-11,CNG,52.11,690.5,4071.65,Shell,13.25,2021,3,5.9
334,VH348,2021-03-11,Diesel,49.29,470.3,4459.74,BPCL,9.54,2021,3,9.48
335,VH443,2021-03-11,Petrol,23.15,319.0,2258.82,Reliance,13.78,2021,3,7.08
336,VH179,2021-03-11,Petrol,29.9,663.9,1589.7,Shell,22.2,2021,3,2.39
337,VH088,2021-03-12,CNG,32.09,549.5,5690.11,Reliance,17.12,2021,3,10.36
338,VH437,2021-03-12,Petrol,37.17,679.5,5708.78,BPCL,18.28,2021,3,8.4
339,VH465,2021-03-12,Diesel,16.36,525.5,5045.87,Reliance,32.12,2021,3,9.6
340,VH265,2021-03-12,Diesel,41.69,587.6,3175.37,BPCL,14.09,2021,3,5.4
341,VH494,2021-03-12,Diesel,31.1,645.3,2178.38,Indian Oil,20.75,2021,3,3.38
342,VH222,2021-03-13,CNG,37.39,579.6,3107.99,BPCL,15.5,2021,3,5.36
343,VH485,2021-03-13,Petrol,15.4,481.3,4768.05,BPCL,31.25,2021,3,9.91
344,VH003,2021-03-13,Petrol,29.46,436.0,3008.4,Indian Oil,14.8,2021,3,6.9
345,VH118,2021-03-13,Diesel,49.59,611.7,5081.61,Shell,12.34,2021,3,8.31
346,VH136,2021-03-13,CNG,37.55,586.0,4528.56,HP,15.61,2021,3,7.73
347,VH466,2021-03-14,CNG,50.5,383.2,4334.91,Shell,7.59,2021,3,11.31
348,VH187,2021-03-14,Diesel,46.45,449.2,5686.07,HP,9.67,2021,3,12.66
349,VH030,2021-03-14,CNG,53.47,517.5,5520.37,Indian Oil,9.68,2021,3,10.67
350,VH067,2021-03-14,Petrol,15.33,214.2,4702.49,Shell,13.97,2021,3,21.95
351,VH311,2021-03-14,Petrol,26.76,323.8,2396.61,Reliance,12.1,2021,3,7.4
352,VH418,2021-03-15,Petrol,39.7,325.1,5725.16,Reliance,8.19,2021,3,17.61
353,VH379,2021-03-15,Petrol,57.35,641.6,2522.05,Shell,11.19,2021,3,3.93
354,VH299,2021-03-15,Diesel,45.59,365.7,3176.62,Reliance,8.02,2021,3,8.69
355,VH412,2021-03-15,CNG,35.55,472.6,5220.52,Indian Oil,13.29,2021,3,11.05
356,VH421,2021-03-15,Diesel,20.86,615.8,2438.96,Reliance,29.52,2021,3,3.96
357,VH217,2021-03-16,Diesel,37.19,329.8,4373.71,Reliance,8.87,2021,3,13.26
358,VH158,2021-03-16,Petrol,34.85,261.9,3560.26,HP,7.52,2021,3,13.59
359,VH071,2021-03-16,Diesel,50.03,674.2,4308.15,HP,13.48,2021,3,6.39
360,VH318,2021-03-16,Diesel,33.6,552.3,5811.23,BPCL,16.44,2021,3,10.52
361,VH110,2021-03-17,Diesel,29.35,288.5,5137.64,Indian Oil,9.83,2021,3,17.81
362,VH285,2021-03-17,Petrol,19.04,609.9,2831.2,Reliance,32.03,2021,3,4.64
363,VH371,2021-03-17,Diesel,17.09,593.6,1757.73,Indian Oil,34.73,2021,3,2.96
364,VH258,2021-03-17,Petrol,34.76,618.8,5851.7,Indian Oil,17.8,2021,3,9.46
365,VH090,2021-03-17,Diesel,30.61,338.1,4133.28,HP,11.05,2021,3,12.23
366,VH361,2021-03-18,Petrol,39.99,424.3,2278.97,Reliance,10.61,2021,3,5.37
367,VH057,2021-03-18,Petrol,47.04,546.8,4321.99,BPCL,11.62,2021,3,7.9
368,VH441,2021-03-18,Petrol,37.39,395.3,1689.97,Shell,10.57,2021,3,4.28
369,VH298,2021-03-18,Diesel,37.33,235.0,2343.85,BPCL,6.3,2021,3,9.97
371,VH049,2021-03-19,CNG,35.48,498.6,3311.15,BPCL,14.05,2021,3,6.64
372,VH185,2021-03-19,Diesel,38.46,387.6,2962.91,HP,10.08,2021,3,7.64
373,VH199,2021-03-19,Petrol,36.91,202.7,4449.73,HP,5.49,2021,3,21.95
374,VH018,2021-03-19,Diesel,32.54,583.4,5398.82,Indian Oil,17.93,2021,3,9.25
375,VH198,2021-03-19,Diesel,19.96,408.4,4553.66,Reliance,20.46,2021,3,11.15
376,VH489,2021-03-20,Petrol,20.69,356.9,3585.48,Shell,17.25,2021,3,10.05
377,VH232,2021-03-20,Diesel,23.06,556.8,4464.89,HP,24.15,2021,3,8.02
378,VH027,2021-03-20,Petrol,50.67,427.6,4630.43,HP,8.44,2021,3,10.83
379,VH118,2021-03-20,Petrol,27.39,547.4,4987.73,Indian Oil,19.99,2021,3,9.11
382,VH152,2021-03-21,Diesel,45.8,480.0,4568.46,Reliance,10.48,2021,3,9.52
383,VH225,2021-03-21,Petrol,47.42,691.1,2044.88,Reliance,14.57,2021,3,2.96
384,VH479,2021-03-21,CNG,17.14,336.2,3579.07,Indian Oil,19.61,2021,3,10.65
385,VH162,2021-03-22,Diesel,40.58,541.4,2538.16,HP,13.34,2021,3,4.69
387,VH216,2021-03-22,Diesel,16.76,355.8,3617.81,Indian Oil,21.23,2021,3,10.17
388,VH319,2021-03-22,Diesel,28.1,239.0,5532.79,Indian Oil,8.51,2021,3,23.15
390,VH348,2021-03-23,Diesel,40.64,355.2,2272.37,Indian Oil,8.74,2021,3,6.4
391,VH340,2021-03-23,Diesel,20.23,315.2,5457.51,BPCL,15.58,2021,3,17.31
392,VH317,2021-03-23,Petrol,36.57,565.3,3752.44,BPCL,15.46,2021,3,6.64
393,VH338,2021-03-23,Diesel,47.4,299.7,2419.14,HP,6.32,2021,3,8.07
394,VH042,2021-03-23,Diesel,37.39,320.1,3873.47,Reliance,8.56,2021,3,12.1
395,VH352,2021-03-24,Diesel,48.99,251.8,2359.17,Shell,5.14,2021,3,9.37
397,VH074,2021-03-24,Petrol,21.73,323.8,5124.86,HP,14.9,2021,3,15.83
398,VH393,2021-03-24,Petrol,27.6,697.8,4463.77,Shell,25.28,2021,3,6.4
399,VH375,2021-03-24,Diesel,50.82,288.1,3650.74,Indian Oil,5.67,2021,3,12.67
401,VH397,2021-03-25,Petrol,24.92,647.8,2769.76,Reliance,26.0,2021,3,4.28
402,VH303,2021-03-25,CNG,19.31,490.0,5902.06,BPCL,25.38,2021,3,12.05
403,VH242,2021-03-25,Petrol,53.16,375.7,3043.22,BPCL,7.07,2021,3,8.1
404,VH378,2021-03-25,Diesel,44.22,456.7,4272.57,Shell,10.33,2021,3,9.36
405,VH173,2021-03-26,CNG,22.1,330.4,3748.87,Indian Oil,14.95,2021,3,11.35
406,VH389,2021-03-26,Diesel,40.1,517.4,1603.97,BPCL,12.9,2021,3,3.1
407,VH287,2021-03-26,Diesel,37.39,508.2,5751.04,HP,13.59,2021,3,11.32
408,VH159,2021-03-26,CNG,18.13,240.1,1895.68,BPCL,13.24,2021,3,7.9
409,VH354,2021-03-27,CNG,18.77,655.3,4464.18,Shell,34.91,2021,3,6.81
410,VH218,2021-03-27,Diesel,27.31,430.3,5149.61,HP,15.76,2021,3,11.97
411,VH455,2021-03-27,Petrol,44.35,297.6,4869.31,Reliance,6.71,2021,3,16.36
412,VH425,2021-03-27,Diesel,23.01,353.7,5141.63,HP,15.37,2021,3,14.54
413,VH115,2021-03-27,Diesel,51.74,633.1,4828.74,Shell,12.24,2021,3,7.63
414,VH430,2021-03-28,CNG,48.77,391.6,3505.07,Reliance,8.03,2021,3,8.95
415,VH241,2021-03-28,Diesel,40.25,481.0,5533.24,Indian Oil,11.95,2021,3,11.5
416,VH308,2021-03-28,Diesel,20.22,673.8,5605.98,Shell,33.32,2021,3,8.32
417,VH212,2021-03-28,Diesel,59.47,525.9,3466.3,BPCL,8.84,2021,3,6.59
418,VH363,2021-03-28,Petrol,37.05,452.0,3681.49,Shell,12.2,2021,3,8.14
419,VH086,2021-03-29,Petrol,35.34,324.3,3685.41,Shell,9.18,2021,3,11.36
420,VH133,2021-03-29,Diesel,59.8,534.1,2755.06,Shell,8.93,2021,3,5.16
421,VH268,2021-03-29,Petrol,53.87,396.9,2017.21,Reliance,7.37,2021,3,5.08
422,VH277,2021-03-29,Petrol,35.54,452.0,2678.91,Shell,12.72,2021,3,5.93
423,VH265,2021-03-29,Diesel,33.85,264.8,5298.47,Indian Oil,7.82,2021,3,20.01
424,VH093,2021-03-30,Petrol,19.32,342.8,3943.75,Shell,17.74,2021,3,11.5
426,VH145,2021-03-30,Petrol,52.97,390.5,4853.23,HP,7.37,2021,3,12.43
427,VH360,2021-03-30,CNG,28.95,274.2,3068.77,Reliance,9.47,2021,3,11.19
428,VH152,2021-03-30,Diesel,48.9,622.6,2333.91,BPCL,12.73,2021,3,3.75
429,VH155,2021-03-31,Petrol,49.32,662.5,4052.49,Indian Oil,13.43,2021,3,6.12
430,VH136,2021-03-31,Diesel,25.26,534.7,5711.36,Shell,21.17,2021,3,10.68
431,VH253,2021-03-31,CNG,42.61,251.7,5277.37,Reliance,5.91,2021,3,20.97
432,VH428,2021-03-31,Petrol,26.48,370.8,4937.26,Reliance,14.0,2021,3,13.32
433,VH318,2021-04-01,Diesel,50.54,682.2,4938.78,Reliance,13.5,2021,4,7.24
434,VH029,2021-04-01,CNG,37.39,268.2,3874.89,BPCL,7.17,2021,4,14.45
435,VH083,2021-04-01,Petrol,45.1,478.2,2262.87,HP,10.6,2021,4,4.73
436,VH330,2021-04-01,Diesel,37.39,376.5,2784.95,HP,10.07,2021,4,7.4
438,VH034,2021-04-02,Petrol,20.57,342.7,2923.59,BPCL,16.66,2021,4,8.53
439,VH316,2021-04-02,Petrol,44.47,223.9,5017.05,BPCL,5.03,2021,4,22.41
440,VH104,2021-04-02,Petrol,25.8,551.1,3179.48,BPCL,21.36,2021,4,5.77
441,VH415,2021-04-02,Petrol,43.4,363.4,2012.53,Shell,8.37,2021,4,5.54
442,VH494,2021-04-02,Petrol,33.67,528.8,5021.45,BPCL,15.71,2021,4,9.5
443,VH371,2021-04-03,Petrol,46.17,252.3,4641.59,BPCL,5.46,2021,4,18.4
444,VH388,2021-04-03,Diesel,37.18,461.5,2639.21,Reliance,12.41,2021,4,5.72
445,VH233,2021-04-03,Diesel,28.88,387.6,5915.02,Reliance,13.42,2021,4,15.26
446,VH237,2021-04-03,Diesel,21.56,468.4,3314.35,Reliance,21.73,2021,4,7.08
447,VH223,2021-04-03,Petrol,30.35,626.7,4562.07,BPCL,20.65,2021,4,7.28
448,VH393,2021-04-04,CNG,43.57,686.4,5597.02,BPCL,15.75,2021,4,8.15
449,VH090,2021-04-04,Petrol,48.32,576.6,2201.98,Reliance,11.93,2021,4,3.82
450,VH333,2021-04-04,Petrol,22.22,583.4,5455.6,Indian Oil,26.26,2021,4,9.35
451,VH377,2021-04-04,Diesel,44.89,464.5,4667.61,Indian Oil,10.35,2021,4,10.05
452,VH240,2021-04-04,Diesel,23.07,248.7,2254.03,HP,10.78,2021,4,9.06
453,VH218,2021-04-05,Petrol,24.98,533.5,4490.3,Shell,21.36,2021,4,8.42
454,VH182,2021-04-05,Petrol,38.91,273.9,5435.59,Shell,7.04,2021,4,19.85
455,VH257,2021-04-05,Diesel,28.01,322.8,5095.57,HP,11.52,2021,4,15.79
456,VH232,2021-04-05,Diesel,44.77,553.8,4922.73,Reliance,12.37,2021,4,8.89
457,VH189,2021-04-06,Petrol,58.01,528.5,2226.01,Reliance,9.11,2021,4,4.21
458,VH329,2021-04-06,CNG,21.7,357.2,2357.81,BPCL,16.46,2021,4,6.6
459,VH415,2021-04-06,Petrol,40.67,586.0,3964.72,Shell,14.41,2021,4,6.77
460,VH344,2021-04-06,Diesel,56.55,669.7,4110.66,BPCL,11.84,2021,4,6.14
461,VH255,2021-04-06,Petrol,22.94,472.6,5746.31,BPCL,20.6,2021,4,12.16
462,VH045,2021-04-07,Petrol,31.51,538.8,3609.07,Shell,17.1,2021,4,6.7
463,VH497,2021-04-07,Petrol,20.56,335.9,2861.26,Reliance,16.34,2021,4,8.52
464,VH316,2021-04-07,Diesel,43.89,685.4,2358.48,Indian Oil,15.62,2021,4,3.44
465,VH086,2021-04-07,Petrol,45.11,336.9,1743.77,Reliance,7.47,2021,4,5.18
466,VH201,2021-04-07,Diesel,44.89,643.7,1808.94,Reliance,14.34,2021,4,2.81
467,VH359,2021-04-08,CNG,39.4,663.9,4083.75,BPCL,16.85,2021,4,6.15
468,VH343,2021-04-08,Diesel,48.58,559.8,2293.18,BPCL,11.52,2021,4,4.1
470,VH119,2021-04-08,Petrol,58.09,428.9,4184.12,Shell,7.38,2021,4,9.76
471,VH298,2021-04-08,Diesel,24.99,659.8,5391.99,Shell,26.4,2021,4,8.17
472,VH469,2021-04-09,Petrol,37.39,571.3,3423.58,HP,15.28,2021,4,5.99
473,VH155,2021-04-09,CNG,57.35,363.4,4181.0,BPCL,6.34,2021,4,11.51
475,VH197,2021-04-09,Petrol,49.42,470.4,5940.05,HP,9.52,2021,4,12.63
476,VH337,2021-04-09,Petrol,37.39,620.3,5085.69,BPCL,16.59,2021,4,8.2
477,VH482,2021-04-10,CNG,51.34,630.3,4179.3,BPCL,12.28,2021,4,6.63
478,VH201,2021-04-10,Diesel,42.41,617.6,4229.64,Indian Oil,14.56,2021,4,6.85
479,VH418,2021-04-10,Diesel,47.94,307.4,2619.61,Shell,6.41,2021,4,8.52
480,VH266,2021-04-10,Petrol,37.39,413.1,4806.39,HP,11.05,2021,4,11.63
481,VH379,2021-04-11,Petrol,23.75,506.9,5922.75,BPCL,21.34,2021,4,11.68
482,VH236,2021-04-11,CNG,37.7,533.8,2082.44,Shell,14.16,2021,4,3.9
483,VH194,2021-04-11,Petrol,48.9,367.3,4367.68,HP,7.51,2021,4,11.89
484,VH367,2021-04-11,Diesel,37.39,546.3,3830.47,Indian Oil,14.61,2021,4,7.01
485,VH025,2021-04-11,Petrol,17.46,495.4,5326.85,HP,28.37,2021,4,10.75
486,VH259,2021-04-12,CNG,20.01,483.4,1500.21,BPCL,24.16,2021,4,3.1
487,VH418,2021-04-12,Diesel,42.09,531.5,2114.63,Reliance,12.63,2021,4,3.98
488,VH071,2021-04-12,Petrol,27.83,501.7,1666.83,Reliance,18.03,2021,4,3.32
489,VH028,2021-04-12,Petrol,21.2,283.4,2233.2,Indian Oil,13.37,2021,4,7.88
490,VH393,2021-04-12,Diesel,30.3,637.2,4685.71,BPCL,21.03,2021,4,7.35
491,VH011,2021-04-13,Petrol,24.04,320.3,2128.52,BPCL,13.32,2021,4,6.65
493,VH118,2021-04-13,Petrol,21.83,452.0,5406.93,Reliance,20.71,2021,4,11.96
494,VH380,2021-04-13,Petrol,54.74,530.5,1655.81,Shell,9.69,2021,4,3.12
496,VH423,2021-04-14,Diesel,37.39,204.9,5954.32,Indian Oil,5.48,2021,4,29.06
497,VH093,2021-04-14,Diesel,48.91,689.8,4529.74,Reliance,14.1,2021,4,6.57
498,VH141,2021-04-14,Diesel,40.39,214.8,2133.13,Shell,5.32,2021,4,9.93
499,VH355,2021-04-14,Diesel,24.38,205.7,2880.11,Indian Oil,8.44,2021,4,14.0
500,VH011,2021-04-14,Diesel,54.51,628.8,5932.52,BPCL,11.54,2021,4,9.43
501,VH291,2021-04-15,Petrol,36.38,554.4,2522.47,HP,15.24,2021,4,4.55
502,VH239,2021-04-15,Petrol,22.79,252.9,4887.72,HP,11.1,2021,4,19.33
503,VH264,2021-04-15,Petrol,34.31,668.7,2585.32,Reliance,19.49,2021,4,3.87
504,VH263,2021-04-15,Diesel,23.77,536.0,3293.1,Indian Oil,22.55,2021,4,6.14
505,VH069,2021-04-16,Diesel,31.92,255.5,5463.17,Shell,8.0,2021,4,21.38
506,VH070,2021-04-16,Petrol,37.35,630.3,1627.98,Indian Oil,16.88,2021,4,2.58
507,VH185,2021-04-16,Diesel,31.2,440.5,2882.56,Reliance,14.12,2021,4,6.54
508,VH371,2021-04-16,Petrol,44.57,339.1,3692.37,BPCL,7.61,2021,4,10.89
509,VH124,2021-04-16,Diesel,57.12,452.0,4314.73,Indian Oil,7.91,2021,4,9.55
510,VH419,2021-04-17,Petrol,30.67,569.2,1627.09,Reliance,18.56,2021,4,2.86
511,VH222,2021-04-17,Diesel,31.01,511.5,3348.02,Reliance,16.49,2021,4,6.55
512,VH011,2021-04-17,Diesel,48.22,649.3,3049.29,Shell,13.47,2021,4,4.7
513,VH166,2021-04-17,Diesel,38.88,630.6,1620.9,BPCL,16.22,2021,4,2.57
514,VH091,2021-04-17,CNG,34.3,313.4,3099.15,Indian Oil,9.14,2021,4,9.89
515,VH248,2021-04-18,Diesel,51.62,639.3,5692.6,Reliance,12.38,2021,4,8.9
516,VH341,2021-04-18,Diesel,55.1,387.0,2735.83,BPCL,7.02,2021,4,7.07
517,VH462,2021-04-18,Petrol,41.58,415.9,4135.16,Shell,10.0,2021,4,9.94
518,VH305,2021-04-18,Petrol,23.33,686.2,2841.43,Reliance,29.41,2021,4,4.14
519,VH291,2021-04-18,CNG,35.98,579.9,1980.0,Shell,16.12,2021,4,3.41
520,VH157,2021-04-19,CNG,37.7,360.7,2803.76,BPCL,9.57,2021,4,7.77
521,VH088,2021-04-19,Diesel,34.45,524.0,3618.42,Shell,15.21,2021,4,6.91
522,VH228,2021-04-19,Petrol,26.81,469.7,2832.94,Indian Oil,17.52,2021,4,6.03
523,VH425,2021-04-19,CNG,36.25,258.3,4308.76,Shell,7.13,2021,4,16.68
524,VH365,2021-04-19,Petrol,35.09,643.9,5770.9,HP,18.35,2021,4,8.96
525,VH480,2021-04-20,Petrol,24.43,610.9,1811.72,HP,25.01,2021,4,2.97
526,VH134,2021-04-20,Diesel,55.65,452.0,4726.52,HP,8.12,2021,4,10.46
527,VH266,2021-04-20,Petrol,54.84,479.6,1505.65,HP,8.75,2021,4,3.14
528,VH084,2021-04-20,Petrol,49.18,310.4,1504.6,Indian Oil,6.31,2021,4,4.85
529,VH212,2021-04-21,Diesel,33.04,641.9,2098.14,Reliance,19.43,2021,4,3.27
530,VH218,2021-04-21,Petrol,31.67,376.5,3659.69,HP,11.89,2021,4,9.72
532,VH237,2021-04-21,CNG,42.37,690.9,4749.68,Reliance,16.31,2021,4,6.87
533,VH151,2021-04-21,Diesel,42.03,630.6,1631.77,HP,15.0,2021,4,2.59
534,VH174,2021-04-22,CNG,20.59,511.3,3729.44,Reliance,24.83,2021,4,7.29
536,VH055,2021-04-22,Diesel,55.58,313.9,2568.98,Reliance,5.65,2021,4,8.18
537,VH141,2021-04-22,Diesel,18.86,426.0,4106.84,Reliance,22.59,2021,4,9.64
538,VH074,2021-04-22,Diesel,30.26,514.0,2678.02,BPCL,16.99,2021,4,5.21
539,VH135,2021-04-23,Petrol,37.91,554.1,2463.44,Shell,14.62,2021,4,4.45
540,VH485,2021-04-23,Diesel,45.87,594.1,5182.75,Reliance,12.95,2021,4,8.72
541,VH396,2021-04-23,Diesel,37.39,477.8,2998.11,HP,12.78,2021,4,6.27
542,VH317,2021-04-23,Diesel,37.39,528.1,5162.91,Indian Oil,14.12,2021,4,9.78
544,VH130,2021-04-24,Diesel,53.6,559.9,3101.4,HP,10.45,2021,4,5.54
546,VH026,2021-04-24,Diesel,21.91,637.3,3734.25,BPCL,29.09,2021,4,5.86
547,VH488,2021-04-24,Petrol,51.01,284.7,3217.17,Indian Oil,5.58,2021,4,11.3
548,VH435,2021-04-24,Diesel,53.71,673.7,1526.8,Indian Oil,12.54,2021,4,2.27
549,VH069,2021-04-25,Petrol,59.2,302.1,3591.85,HP,5.1,2021,4,11.89
550,VH062,2021-04-25,CNG,20.21,695.6,1834.87,Shell,34.42,2021,4,2.64
551,VH200,2021-04-25,Diesel,38.69,550.7,5266.3,BPCL,14.23,2021,4,9.56
552,VH490,2021-04-25,Diesel,18.47,513.8,3721.62,Shell,27.82,2021,4,7.24
553,VH493,2021-04-26,CNG,22.04,362.2,4605.23,Indian Oil,16.43,2021,4,12.71
554,VH457,2021-04-26,Diesel,22.85,266.6,5195.11,Indian Oil,11.67,2021,4,19.49
555,VH167,2021-04-26,Petrol,17.85,263.1,1730.3,Shell,14.74,2021,4,6.58
556,VH468,2021-04-26,Diesel,55.18,633.3,3017.39,Reliance,11.48,2021,4,4.76
557,VH116,2021-04-26,Petrol,20.69,416.2,1613.03,Shell,20.12,2021,4,3.88
558,VH371,2021-04-27,Petrol,43.32,479.9,1723.32,Shell,11.08,2021,4,3.59
559,VH139,2021-04-27,Diesel,43.16,665.9,1670.25,Reliance,15.43,2021,4,2.51
560,VH232,2021-04-27,Diesel,23.94,327.7,3650.58,Reliance,13.69,2021,4,11.14
561,VH448,2021-04-27,Diesel,59.93,582.0,3528.05,Reliance,9.71,2021,4,6.06
562,VH214,2021-04-27,Diesel,30.63,435.2,1775.58,BPCL,14.21,2021,4,4.08
563,VH208,2021-04-28,Petrol,55.73,306.4,2680.66,Indian Oil,5.5,2021,4,8.75
564,VH490,2021-04-28,Diesel,57.67,626.5,2600.21,Indian Oil,10.86,2021,4,4.15
565,VH102,2021-04-28,Petrol,57.7,540.0,2834.77,Reliance,9.36,2021,4,5.25
566,VH298,2021-04-28,Petrol,48.88,247.5,4383.43,Reliance,5.06,2021,4,17.71
567,VH010,2021-04-28,Diesel,26.42,470.9,4636.8,BPCL,17.82,2021,4,9.85
568,VH473,2021-04-29,Petrol,20.43,625.9,3025.82,BPCL,30.64,2021,4,4.83
569,VH123,2021-04-29,Petrol,40.64,233.5,5047.04,HP,5.75,2021,4,21.61
570,VH275,2021-04-29,Petrol,31.2,408.1,3380.37,Shell,13.08,2021,4,8.28
571,VH004,2021-04-29,Diesel,52.4,602.6,3850.81,Indian Oil,11.5,2021,4,6.39
572,VH467,2021-04-29,Diesel,48.52,629.2,2154.97,Indian Oil,12.97,2021,4,3.42
573,VH259,2021-04-30,CNG,27.44,587.7,2548.03,BPCL,21.42,2021,4,4.34
574,VH209,2021-04-30,Diesel,15.77,352.9,4774.0,Shell,22.38,2021,4,13.53
575,VH398,2021-04-30,Petrol,37.39,453.5,5896.69,BPCL,12.13,2021,4,13.0
576,VH266,2021-04-30,Petrol,40.52,570.6,4670.94,HP,14.08,2021,4,8.19
577,VH262,2021-05-01,Petrol,18.55,276.3,1743.89,HP,14.89,2021,5,6.31
578,VH287,2021-05-01,Diesel,44.62,497.5,2143.01,HP,11.15,2021,5,4.31
579,VH031,2021-05-01,Diesel,45.23,560.2,3506.0,BPCL,12.39,2021,5,6.26
580,VH176,2021-05-01,Diesel,37.39,625.0,4796.58,Shell,16.72,2021,5,7.67
581,VH009,2021-05-01,Petrol,41.83,255.8,2246.7,Reliance,6.12,2021,5,8.78
582,VH204,2021-05-02,Petrol,42.31,364.8,4878.7,Indian Oil,8.62,2021,5,13.37
583,VH108,2021-05-02,Petrol,36.51,470.8,4001.26,Reliance,12.9,2021,5,8.5
584,VH124,2021-05-02,Diesel,57.9,550.5,4985.44,Shell,9.51,2021,5,9.06
585,VH238,2021-05-02,Petrol,19.87,565.0,4009.37,BPCL,28.43,2021,5,7.1
586,VH410,2021-05-02,Diesel,33.3,326.6,4211.35,BPCL,9.81,2021,5,12.89
588,VH234,2021-05-03,Diesel,32.38,546.9,4740.85,HP,16.89,2021,5,8.67
589,VH004,2021-05-03,Petrol,34.11,654.6,5298.06,HP,19.19,2021,5,8.09
590,VH480,2021-05-03,Petrol,45.07,598.8,5420.81,HP,13.29,2021,5,9.05
591,VH220,2021-05-03,Petrol,44.95,511.2,1632.54,Reliance,11.37,2021,5,3.19
593,VH030,2021-05-04,Petrol,35.51,416.6,5952.92,BPCL,11.73,2021,5,14.29
594,VH439,2021-05-04,Diesel,30.01,462.5,4141.12,BPCL,15.41,2021,5,8.95
596,VH317,2021-05-04,Petrol,40.01,673.0,5449.24,Indian Oil,16.82,2021,5,8.1
597,VH077,2021-05-05,Diesel,44.29,491.7,2689.38,Indian Oil,11.1,2021,5,5.47
598,VH183,2021-05-05,Diesel,44.42,395.4,1702.56,Reliance,8.9,2021,5,4.31
599,VH366,2021-05-05,Petrol,37.39,222.3,3437.33,BPCL,5.95,2021,5,15.46
600,VH292,2021-05-05,Diesel,26.09,381.2,1951.23,Shell,14.61,2021,5,5.12
601,VH458,2021-05-06,Diesel,37.39,201.8,2018.59,Shell,5.4,2021,5,10.0
602,VH202,2021-05-06,Petrol,25.89,362.2,3584.8,Indian Oil,13.99,2021,5,9.9
603,VH389,2021-05-06,Diesel,45.73,675.7,4257.08,Indian Oil,14.78,2021,5,6.3
604,VH157,2021-05-06,Petrol,42.13,277.1,5574.26,BPCL,6.58,2021,5,20.12
605,VH100,2021-05-06,Petrol,24.74,472.7,4673.64,Indian Oil,19.11,2021,5,9.89
606,VH396,2021-05-07,CNG,54.78,293.3,5291.71,Reliance,5.35,2021,5,18.04
607,VH122,2021-05-07,Petrol,35.73,591.7,3353.03,Shell,16.56,2021,5,5.67
